Argentina,ARG,0.112985872,0.373857141,4,51.06383133,28.72340393,71.27659607,-0.131969869,0.345462829,4,39.36170197,22.87234116,62.76595688,0.09935876,0.31357041,5,50.79365158,31.74603081,69.84127045,-0.779415369,0.286130786,6,22.22222137,14.28571415,32.80423355,-0.358941168,0.283212215,6,35.17588043,23.1155777,47.23617935,-0.609955668,0.279339284,7,26.21359253,16.01941681,39.80582428,-0.041768059,0.270614386,7,44.17475891,31.55339813,57.76699066,0.003055698,0.245998517,8,45.89371872,31.40096664,57.97101593,0.098858513,0.239129573,8,46.85990524,34.78260803,61.83575058,-0.085222185,0.24162896,8,40.86538315,29.32692337,55.28845978,-0.232405573,0.241859883,8,36.96682358,24.64455032,50.71089935,-0.084797867,0.239330947,8,42.65402985,28.90995216,54.50236893,0.158993661,0.238522351,9,52.13270187,39.33649445,63.5071106,0.103040546,0.219665527,9,49.28910065,37.91469193,61.6113739,0.065314263,0.225787356,9,48.3412323,36.4928894,61.13743973,-0.005121871,0.192247406,9,45.7142868,34.76190567,58.09523773,0.01478538,0.198164418,9,46.19047546,34.76190567,57.61904907,0.204625502,0.204956502,9,52.8571434,40.47618866,64.2857132,0.169504255,0.211722627,9,53.33333206,39.04761887,63.80952454,0.010891375,0.211090252,9,47.16981125,35.37735748,57.54716873,-0.091444202,0.227150217,8,43.86792374,28.30188751,56.60377502,0.036436759,0.232359797,7,48.58490753,34.43396378,58.96226501
Armenia,ARM,-0.364675879,0.475315154,2,34.04255295,13.29787254,60.10638428,-0.66039592,0.381320953,3,25,11.17021275,43.61701965,-0.683588326,0.39716202,3,25.92592621,11.11111069,42.8571434,-0.257475168,0.394579351,3,37.56613922,20.1058197,60.31745911,0.237198129,0.331168681,3,51.75879288,36.18090439,71.85929871,-0.116862893,0.316614509,4,40.77669907,25.24271774,60.19417572,-0.067534991,0.301117182,5,42.71844482,28.64077759,58.73786545,-0.262740493,0.274180859,6,37.68115997,25.12077332,51.6908226,0.150446042,0.262605757,6,47.82608795,34.78260803,66.18357849,-0.009365265,0.26408723,6,44.23077011,29.80769157,58.17307663,0.227774754,0.265264243,6,52.60663605,37.91469193,69.19431305,0.071855329,0.260473907,6,49.76303482,33.175354,62.55924225,-0.063868985,0.254919261,6,44.07582855,30.33175278,58.76777267,0.154794976,0.226807356,7,51.18483353,39.33649445,63.03317642,0.110385142,0.23150824,7,50.23696518,36.4928894,63.03317642,-0.2971358,0.200113058,7,35.7142868,24.2857151,47.1428566,-0.252332628,0.206814811,7,37.1428566,25.7142849,50,-0.662263811,0.21260111,7,22.38095284,13.80952358,33.33333206,-0.62077117,0.221277729,7,25.23809433,13.80952358,36.19047546,-0.444908142,0.220283121,7,29.24528313,18.39622688,43.39622498,-0.413424373,0.23851493,6,30.18867874,18.86792374,45.75471878,-0.571294367,0.243751317,5,25.94339561,15.09433937,41.98113251
American Samoa,ASM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.737628758,0.426388621,1,72.33009338,46.60194016,98.05825043,0.746486902,0.445787013,1,68.44660187,46.60194016,99.51456451,0.704094112,0.425554246,1,68.11594391,45.89371872,99.03381348,0.967951357,0.3829512,1,80.1932373,54.58937073,100,0.984192848,0.384919316,1,80.7692337,55.28845978,100,0.945634067,0.371911973,1,82.46445465,54.02843475,100,0.919146717,0.393404156,1,80.0947876,54.02843475,99.52606964,0.93399018,0.411335081,1,74.40758514,54.9763031,99.52606964,0.95299083,0.344925016,1,78.67298889,58.76777267,99.52606964,0.928985775,0.393689394,1,76.7772522,57.34597015,99.52606964,1.08068347,0.291474074,1,89.04762268,66.19047546,99.52381134,1.181357265,0.310120493,1,91.90476227,66.66666412,99.52381134,1.193235755,0.32092151,1,92.38095093,68.09523773,99.52381134,1.21886313,0.352203906,1,92.85713959,67.61904907,99.52381134,1.216776371,0.309305429,2,92.45282745,69.3396225,99.52830505,1.172189116,0.317559719,2,92.45282745,67.92453003,99.52830505,1.169803262,0.339987159,2,92.45282745,65.56604004,99.52830505
Antigua and Barbuda,ATG,0.718495429,0.613506794,1,70.74468231,37.23404312,100,0.730095923,0.575733066,1,72.34042358,35.63829803,100,0.714189112,0.597071171,1,72.48677063,35.44973373,98.94179535,0.792757034,0.520825028,1,73.01587677,44.97354507,99.47090149,0.865594327,0.35043788,2,74.87437439,54.27135849,96.98492432,1.085709929,0.331347913,3,84.46601868,63.10679626,100,0.830348432,0.333870947,3,73.30097198,55.3398056,95.63106537,0.799531698,0.332642913,3,71.98067474,53.62318802,96.13526917,0.80225879,0.308107227,3,75.84541321,53.62318802,96.6183548,0.813932836,0.310743183,3,75,55.28845978,96.15384674,0.721324444,0.324636489,3,71.5639801,51.18483353,92.89099884,0.904999375,0.320087254,3,79.14691925,57.81990433,97.15639496,0.957588255,0.306695104,3,79.62084961,62.08530807,98.10426331,0.975788057,0.282746524,3,80.56871796,63.03317642,98.57820129,0.958863378,0.297252923,3,79.62084961,62.55924225,98.10426331,0.984550714,0.238057718,3,81.42857361,65.7142868,97.14286041,1.004724503,0.245949939,4,86.19047546,65.23809814,97.61904907,0.878607213,0.248026863,4,75.7142868,61.90476227,94.2857132,0.748045027,0.258104801,4,71.42857361,58.57143021,90.47618866,0.84085685,0.254123271,4,74.05660248,60.37735748,93.39622498,0.953555167,0.27849552,4,81.60377502,60.84905624,96.22641754,0.933893323,0.281269521,4,80.18868256,60.84905624,96.69811249
Australia,AUS,1.396474242,0.373857141,4,96.27659607,72.87233734,100,1.065880299,0.345462829,4,82.97872162,63.29787064,100,1.334552407,0.31357041,5,93.12169647,75.13227844,100,1.192910552,0.286130786,6,89.41799164,70.37036896,99.47090149,0.878802061,0.283212215,6,75.87939453,59.29648209,96.48241425,0.936502934,0.279339284,7,78.64077759,62.13592148,97.57281494,0.893511176,0.270614386,7,76.21359253,60.67961121,95.63106537,0.935187817,0.265196055,7,78.74396515,60.86956406,98.55072784,0.928789794,0.256352454,7,78.74396515,61.83575058,98.55072784,0.955644846,0.25823471,7,80.28845978,63.46154022,99.03845978,0.855688989,0.241859883,8,76.7772522,61.6113739,92.89099884,0.888859868,0.239330947,8,78.1990509,62.55924225,93.83885956,0.935710073,0.238522351,9,74.8815155,63.5071106,96.20853424,0.997997224,0.219665527,9,82.46445465,67.29857635,96.20853424,1.031072974,0.225787356,9,83.412323,66.824646,98.10426331,1.032191992,0.192247406,9,85.23809814,69.52381134,97.14286041,0.884979844,0.198164418,9,75.7142868,62.8571434,92.85713959,1.047958016,0.204956502,9,89.04762268,70.95237732,96.19047546,0.896060824,0.20627439,10,79.52381134,65.23809814,92.85713959,0.989603996,0.207029983,10,85.37735748,66.50943756,94.81131744,0.911745727,0.209482387,9,78.77358246,65.09433746,93.39622498,0.848752201,0.215821579,8,73.11320496,61.79245377,93.39622498
Austria,AUT,1.410497546,0.373857141,4,96.80850983,72.87233734,100,1.111128807,0.345462829,4,88.29787445,65.42552948,100,0.823826671,0.31357041,5,76.19047546,59.25925827,93.12169647,1.362205505,0.286130786,6,94.708992,77.24868011,100,0.963399291,0.283212215,6,80.40200806,63.31658173,96.98492432,1.090581775,0.279339284,7,84.95145416,66.50485229,99.51456451,1.105386257,0.270614386,7,86.40776825,66.01941681,99.51456451,1.075933337,0.265196055,7,86.47342682,65.21739197,100,1.283751845,0.256352454,7,96.13526917,77.29468536,100,1.339205861,0.25823471,7,98.55769348,78.36538696,100,1.190602183,0.241859883,8,90.99526215,73.4597168,100,1.152648211,0.239330947,8,89.09952545,71.5639801,99.52606964,1.193521619,0.238522351,9,91.4691925,70.61611176,99.52606964,1.340566874,0.219665527,9,96.20853424,81.5165863,99.52606964,1.364100575,0.225787356,9,96.20853424,81.99052429,99.52606964,1.270700455,0.192247406,9,95.23809814,78.57142639,99.52381134,1.143079281,0.198164418,9,90.47618866,72.38095093,98.57142639,0.909638762,0.204956502,9,77.14286041,65.23809814,93.33333588,1.046832561,0.211722627,9,86.66666412,70,96.66666412,0.902334034,0.211090252,9,79.71697998,64.15093994,92.92453003,0.916747928,0.227150217,8,79.71697998,63.20754623,93.86792755,0.851911008,0.232359797,7,74.52830505,60.37735748,93.39622498
Azerbaijan,AZE,-0.827652931,0.409513384,3,21.27659607,9.042552948,42.02127838,-0.700926363,0.345462829,4,22.87234116,11.17021275,38.82978821,-0.830194116,0.342808962,4,20.1058197,10.58201027,35.44973373,-1.193173289,0.316106439,4,16.40211678,4.761904716,26.45502663,-0.948665559,0.302046776,4,21.10552788,9.547739029,30.15075302,-1.061107039,0.293483645,5,16.9902916,6.796116352,26.21359253,-1.127512336,0.278669238,6,16.9902916,6.310679436,25.72815514,-1.094161749,0.274180859,6,16.42512131,8.212560654,26.08695602,-0.625567079,0.262605757,6,25.60386467,16.42512131,37.68115997,-0.333474815,0.26408723,6,32.69230652,19.71153831,47.59615326,-0.27594015,0.246401951,7,35.54502487,22.74881554,48.81516647,-0.238546923,0.243547097,7,36.4928894,25.59241676,51.6587677,-0.532135963,0.244249582,7,29.85782051,19.43128014,41.23222733,-0.715751827,0.226807356,7,23.22274971,15.63981056,36.96682358,-0.412859917,0.23150824,7,33.64928818,20.37914658,45.49763107,-0.559909523,0.200113058,7,26.19047546,16.66666603,36.66666794,-0.729565561,0.206814811,7,21.90476227,12.85714245,32.38095093,-0.803879082,0.21260111,7,18.5714283,10.95238113,28.09523773,-0.747919917,0.221277729,7,19.52380943,11.90476227,30,-0.70675981,0.220283121,7,20.75471687,12.73584938,34.43396378,-0.68591243,0.23851493,6,23.11320686,12.73584938,34.90565872,-0.725215375,0.243751317,5,21.69811249,12.73584938,35.37735748
Burundi,BDI,-2.113896847,0.475315154,2,3.191489458,0,9.042552948,-2.293344736,0.435323596,2,1.595744729,0,7.978723526,-2.015158892,0.455642104,2,2.116402149,0,12.16931248,-2.288240433,0.438636631,2,0.529100537,0,9.523809433,-2.24452734,0.35043788,2,1.507537723,0,5.527637959,-2.523784637,0.331347913,3,0.970873773,0,3.883495092,-1.524741888,0.333870947,3,6.796116352,1.941747546,18.44660187,-1.42700541,0.283642054,5,9.178744316,4.347826004,17.87439537,-1.37533474,0.275087684,5,9.66183567,6.280193329,17.87439537,-1.638163805,0.277000189,5,9.134614944,2.403846264,13.46153831,-1.272694111,0.284500748,5,12.79620838,5.213270187,19.9052124,-1.625959396,0.273786128,5,6.635071278,3.317535639,12.32227516,-1.807200432,0.26718533,5,4.739336491,1.895734549,9.952606201,-1.70473814,0.236767888,6,5.687203884,2.369668245,10.42654037,-1.350277543,0.242341712,6,8.530805588,5.213270187,18.00947952,-0.784407139,0.207291052,6,20.47619057,10.47619057,29.52380943,-1.939510822,0.215962037,6,5.714285851,2.380952358,7.619047642,-1.970720768,0.221377477,6,5.714285851,2.857142925,8.571428299,-2.007869244,0.230544642,6,4.285714149,1.90476191,8.095237732,-1.571772337,0.228639066,6,7.547169685,5.188679218,11.320755,-1.615158916,0.247475669,5,7.075471878,4.245283127,11.79245281,-1.411314845,0.253991514,4,10.37735844,5.188679218,14.15094376
Belgium,BEL,1.288752794,0.373857141,4,92.02127838,68.0851059,100,1.024162054,0.345462829,4,81.9148941,63.29787064,99.46808624,1.130376697,0.31357041,5,83.59788513,69.84127045,98.94179535,1.264332652,0.286130786,6,91.53439331,73.01587677,99.47090149,0.859670281,0.283212215,6,74.37185669,59.29648209,95.97989655,0.710141778,0.279339284,7,71.8446579,53.88349533,90.77669525,0.795810878,0.270614386,7,70.38835144,55.82524109,91.26213837,0.857654214,0.265196055,7,73.91304016,58.93719864,95.16908264,0.757429183,0.256352454,7,72.46376801,54.58937073,92.75362396,0.621243298,0.25823471,7,67.78845978,50.96154022,85.09615326,0.819908977,0.241859883,8,75.35545349,60.66350555,91.4691925,0.810646176,0.239330947,8,74.40758514,60.1895752,90.52132416,0.954535425,0.238522351,9,78.1990509,63.5071106,97.15639496,0.92359972,0.219665527,9,76.30331421,63.5071106,93.3649292,0.940082729,0.225787356,9,77.72512054,64.9289093,94.31279755,0.701269448,0.192247406,9,69.52381134,59.04761887,84.2857132,0.587094605,0.198164418,9,64.76190186,56.66666794,77.61904907,0.441367298,0.204956502,9,61.90476227,49.04761887,72.85713959,0.428185821,0.211722627,9,62.38095093,49.04761887,72.38095093,0.402350128,0.211090252,9,58.96226501,49.05660248,71.22641754,0.473777533,0.227150217,8,60.84905624,50.94339752,75.47169495,0.590562582,0.232359797,7,64.62264252,53.30188751,82.54717255
Benin,BEN,1.048929691,0.475315154,2,84.57447052,56.9148941,100,0.741325498,0.435323596,2,72.87233734,45.21276474,98.40425873,0.798396707,0.455642104,2,74.6031723,47.08994675,96.29629517,0.820294201,0.438636631,2,73.54497528,48.14814758,96.82539368,0.679063499,0.35043788,2,69.34673309,47.23617935,94.9748764,0.265106827,0.331347913,3,54.36893082,35.92232895,74.27184296,0.446815848,0.320311666,4,59.70873642,42.23300934,78.64077759,0.547010481,0.260505855,6,63.28502274,49.27536392,80.1932373,0.386122555,0.254118502,6,57.97101593,41.54589462,75.84541321,0.374591321,0.256791741,6,56.73077011,42.30769348,72.59615326,0.40329805,0.261588126,6,60.1895752,43.12796021,75.82938385,0.261260122,0.254323483,6,53.55450058,40.28435898,67.77251434,0.318356365,0.254974604,6,57.34597015,41.23222733,69.19431305,0.364367604,0.236767888,6,58.2938385,43.12796021,70.1421814,0.301189363,0.242341712,6,58.2938385,42.65402985,67.77251434,0.027139762,0.213396907,5,47.1428566,34.2857132,59.04761887,-0.013513958,0.215962037,6,45.23809433,33.33333206,57.61904907,-0.002027172,0.221377477,6,47.1428566,32.38095093,58.57143021,0.030895539,0.230544642,6,47.1428566,32.38095093,61.42856979,-0.141175643,0.228639066,6,41.03773499,28.77358437,53.30188751,-0.41266796,0.247475669,5,30.6603775,18.86792374,46.22641373,-0.439753205,0.253991514,4,29.71698189,17.45282936,45.75471878
