Argentina,ARG,0.075552642,0.190395042,9,54.27135849,43.21607971,62.31155777,-0.005768961,0.190006107,10,52,41,62.5,-0.149922729,0.158114716,10,48.01980209,38.61386108,54.45544434,-0.757995069,0.170242235,11,27.7227726,16.33663368,37.62376404,-0.773514152,0.167299569,12,26.23762321,15.34653473,37.1287117,-0.80737251,0.157269582,13,23.92344475,14.83253574,35.40670013,-0.554654777,0.155599743,13,34.92823029,24.88038254,44.49760818,-0.568944037,0.146719173,16,34.44976044,24.4019146,44.49760818,-0.591604114,0.147318557,16,34.44976044,22.00956917,44.49760818,-0.676608086,0.140226081,16,27.88461494,20.67307663,38.94230652,-0.675477803,0.134668648,18,30.80568695,18.95734596,40.28435898,-0.590495408,0.13443464,18,33.175354,24.17061615,42.65402985,-0.560863256,0.126683548,19,33.33333206,26.29108047,44.6009407,-0.679646552,0.131990731,19,30.98591614,20.18779373,40.84506989,-0.707728446,0.133430809,18,29.57746506,18.77934265,39.90610504,-0.886138797,0.143885329,16,18.75,10.09615421,29.80769157,-0.770878255,0.140791476,16,24.03846169,13.94230747,33.17307663,-0.393746942,0.151861519,15,37.5,29.80769157,50,-0.249286145,0.146255389,15,45.67307663,33.17307663,52.88461685,-0.243671402,0.138984695,15,45.67307663,34.13461685,53.84615326,-0.430634171,0.141029462,15,37.01922989,26.92307663,46.63461685,-0.469371498,0.141109735,14,34.61538315,25,45.67307663
Armenia,ARM,-0.469098508,0.257807344,5,37.68844223,21.10552788,48.24120712,-0.364701897,0.236578405,7,39,25.5,53.5,-0.478565723,0.210739136,8,36.63366318,26.23762321,48.01980209,-0.423272014,0.201423556,10,39.60396194,27.7227726,50,-0.302556425,0.201668844,10,44.5544548,30.19801903,53.96039581,-0.42260766,0.183751285,11,39.23445129,27.75119591,48.32535934,-0.400249153,0.181311131,12,40.19138718,30.14354134,49.76076508,-0.546435356,0.149577305,16,35.40670013,24.88038254,45.45454407,-0.498376489,0.14976947,16,37.32057571,26.31579018,46.88995361,-0.340526551,0.143812314,16,44.71154022,35.09615326,52.40384674,-0.475851953,0.138263136,16,39.8104248,28.4360199,46.91942978,-0.488626003,0.13463977,16,37.44075775,28.90995216,46.44549942,-0.440941572,0.131400853,16,42.25352097,30.98591614,48.82629013,-0.417891443,0.126258522,17,42.72300339,32.39436722,48.35680771,-0.344272137,0.130249351,16,44.6009407,34.74178314,51.17370987,-0.366001278,0.13595213,15,41.34615326,32.69230652,51.44230652,-0.387929946,0.138389781,15,41.34615326,30.76922989,50,-0.119233981,0.162421986,12,50.48077011,37.5,58.65384674,-0.160627887,0.15064764,12,49.51922989,38.46154022,56.73077011,-0.149459243,0.144224077,12,49.03845978,38.94230652,56.73077011,-0.130979955,0.146543086,12,49.51922989,41.34615326,57.69230652,-0.083223134,0.147133663,11,51.92307663,42.78845978,58.17307663
American Samoa,ASM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.853366733,0.350057423,1,75.5980835,59.33014297,90.43061829,1.119750142,0.36664471,1,85.64593506,64.11483002,94.73683929,1.080183744,0.407668501,1,85.64593506,62.67942429,93.77990723,1.10512352,0.384279221,1,85.16746521,63.63636398,92.82296753,1.127510905,0.358583391,1,85.09615326,65.86538696,93.2692337,1.131649971,0.398874521,1,85.30805969,63.5071106,96.20853424,1.117759585,0.41196236,1,84.8341217,63.03317642,95.73459625,1.098676562,0.413139403,1,84.97652435,62.4413147,96.244133,1.102387428,0.398927063,1,85.44600677,63.84976578,94.8356781,1.10799253,0.387718409,1,85.44600677,64.78873444,94.8356781,1.410015941,0.518469512,1,87.5,71.63461304,100,1.345113993,0.500586331,1,87.9807663,70.19230652,100,1.340513706,0.51399833,1,87.9807663,68.75,100,1.361758471,0.484772712,1,88.46154022,71.63461304,100,1.364065409,0.484161466,1,87.9807663,71.63461304,100,1.335336804,0.49512282,1,87.9807663,69.2307663,100,1.19362855,0.528506517,1,86.05769348,62.98077011,99.5192337
Antigua and Barbuda,ATG,1.050844908,0.388865143,2,82.91457367,62.31155777,94.9748764,1.087895513,0.365498781,2,84,67.5,93.5,1.058924198,0.312100261,2,84.15841675,66.8316803,92.5742569,1.061045766,0.358357012,2,83.1683197,66.33663177,93.06930542,1.068988919,0.338615388,2,83.1683197,65.84158325,93.06930542,0.922665536,0.318359137,3,78.94736481,62.67942429,91.86602783,0.668598592,0.329707325,3,70.33493042,56.45933151,86.60286713,0.931670547,0.345960736,3,78.94736481,61.24401855,90.43061829,0.906755805,0.341501623,3,80.38277435,60.28708267,89.95215607,0.946843028,0.325145572,3,81.7307663,62.5,89.90384674,0.97906363,0.354042262,3,81.5165863,62.08530807,90.99526215,0.959245741,0.366189569,3,80.56871796,62.55924225,90.99526215,0.949439645,0.357660353,3,79.81221008,62.4413147,90.14084625,0.951498926,0.349522024,3,79.34272003,62.91079712,90.14084625,0.837723672,0.341815352,3,74.64788818,60.09389496,88.26290894,-0.177296519,0.474827707,2,49.51922989,15.38461494,73.55769348,0.589781106,0.349909663,3,70.67308044,57.21154022,85.09615326,0.508821368,0.312566549,4,70.19230652,54.32692337,81.7307663,0.445808262,0.300743341,4,67.30769348,51.92307663,80.28845978,0.41534093,0.31959787,3,66.34615326,50.48077011,78.84615326,0.405234218,0.325756997,3,65.38461304,49.51922989,79.32691956,0.452020168,0.33878392,3,66.34615326,50,82.69230652
Australia,AUS,1.713399053,0.1942361,8,96.48241425,89.94974518,100,1.800361991,0.20016776,8,96.5,91,100,1.751407266,0.164084077,8,95.04950714,91.08911133,100,1.7999897,0.184743315,8,95.54455566,90.09900665,100,1.882049084,0.181855857,9,96.03960419,92.5742569,100,1.815571547,0.174533814,9,95.69377899,92.34449768,100,1.724451184,0.170093641,9,95.21530914,90.90908813,100,1.770039797,0.173300162,10,94.25836945,90.43061829,100,1.761236548,0.174210817,10,94.25836945,90.43061829,100,1.770850778,0.170827642,10,95.19230652,90.38461304,100,1.740398169,0.156476021,11,94.78672791,90.52132416,100,1.764986515,0.157190859,11,94.78672791,90.52132416,100,1.742514491,0.144505978,12,95.77465057,90.14084625,100,1.766857624,0.152908519,12,95.77465057,90.14084625,100,1.778535247,0.152919084,12,95.77465057,90.14084625,100,1.923046112,0.16459468,11,96.15384674,90.38461304,100,1.825072646,0.160162345,11,94.71154022,89.42308044,99.5192337,1.755666971,0.174185455,10,94.71154022,89.42308044,99.5192337,1.686461329,0.164011881,10,93.2692337,88.46154022,99.03845978,1.715382099,0.156969905,10,92.78845978,89.42308044,99.5192337,1.734472513,0.160838023,10,93.2692337,89.90384674,99.5192337,1.651188374,0.158264503,9,92.30769348,89.42308044,99.03845978
Austria,AUT,1.808153033,0.1942361,8,97.48743439,91.95980072,100,1.847457051,0.20016776,8,97.5,92,100,1.842371821,0.16362752,9,98.01979828,92.5742569,100,1.891655922,0.183128074,9,97.52474976,92.5742569,100,1.887247086,0.181855857,9,96.53465271,92.5742569,100,1.836986065,0.174533814,9,96.17224884,92.34449768,100,1.85919106,0.170093641,9,97.60765839,91.86602783,100,1.913556695,0.173300162,10,98.56459045,92.82296753,100,1.960128188,0.174210817,10,99.52153015,92.82296753,100,1.922994852,0.170827642,10,98.55769348,92.30769348,100,1.784890175,0.156476021,11,96.20853424,90.99526215,100,1.808519006,0.154966801,12,96.6824646,90.99526215,100,1.808491588,0.142904446,13,96.71361542,90.61032867,100,1.864356995,0.15095742,13,97.65258026,91.0798111,100,1.842640281,0.150941536,13,97.65258026,91.54929352,100,1.942880511,0.162377656,12,96.63461304,90.38461304,100,1.849107027,0.158413589,12,96.15384674,89.90384674,100,1.800263882,0.170476571,11,95.67308044,90.38461304,100,1.842350364,0.160230756,11,97.11538696,89.90384674,100,1.896155238,0.153755531,11,98.55769348,91.82691956,100,1.904161811,0.157284334,11,98.55769348,92.30769348,100,1.81044066,0.155774683,10,97.11538696,90.86538696,99.5192337
Azerbaijan,AZE,-1.201161504,0.195872605,6,13.06532669,5.025125504,21.10552788,-1.139705181,0.197385758,8,14,6,23,-1.149980307,0.162828475,10,13.36633682,4.455445766,23.76237679,-0.908656955,0.168985054,11,20.2970295,10.89108944,32.67326736,-0.836519778,0.172944754,12,22.77227783,13.8613863,32.67326736,-0.874774635,0.156445399,13,20.09569359,13.39712906,33.97129059,-0.791749895,0.15156047,14,26.31579018,16.26794243,34.92823029,-0.885042727,0.149577305,16,21.53110123,11.96172237,30.62200928,-0.879309952,0.14976947,16,21.53110123,12.44019127,31.10047913,-0.83245194,0.144573301,15,21.63461494,13.46153831,33.65384674,-0.879994273,0.132331744,16,20.85308075,14.21800995,30.80568695,-0.893039346,0.128187329,16,20.85308075,12.79620838,29.38388634,-0.893662691,0.124620192,16,20.18779373,14.08450699,30.04694748,-0.834468424,0.126326904,16,23.47417831,15.02347374,32.39436722,-0.723909259,0.130414575,15,28.16901398,17.8403759,39.90610504,-0.672340155,0.136592507,14,28.84615326,17.78846169,37.5,-0.673763216,0.139275864,14,30.28846169,17.78846169,38.46154022,-0.520019293,0.162421986,12,32.21154022,21.63461494,44.71154022,-0.557517886,0.15064764,12,32.21154022,22.11538506,41.34615326,-0.587533951,0.144224077,12,29.80769157,19.71153831,40.86538315,-0.577151537,0.146543086,12,30.28846169,20.19230843,42.30769348,-0.691043377,0.150888324,10,25.96153831,17.78846169,35.57692337
Burundi,BDI,-1.416120291,0.320348233,4,7.537688255,0,21.10552788,-1.226023078,0.268077612,6,10.5,3,24,-1.354131818,0.261188835,5,7.425742626,0.990099013,21.78217888,-1.247861743,0.247611791,7,9.40594101,2.475247622,22.77227783,-1.397836685,0.250568658,7,6.93069315,0,17.32673264,-1.537410021,0.228226691,8,5.263157845,0,12.91866016,-1.153884649,0.208577439,9,12.44019127,4.306220055,24.88038254,-0.970440507,0.160266742,12,17.70335007,10.52631569,27.75119591,-1.064635992,0.160325125,13,13.87559795,6.698564529,23.44497681,-1.023133278,0.153931841,13,15.86538506,8.653845787,24.03846169,-1.147296667,0.149935707,13,12.32227516,4.265402794,18.00947952,-1.195453167,0.150611475,12,11.37440777,4.265402794,18.00947952,-1.138575673,0.144924477,13,13.61502361,6.103286266,19.7183094,-1.08347559,0.140620887,14,14.08450699,7.042253494,21.59624481,-1.07004416,0.137013257,15,14.08450699,7.51173687,22.06572723,-0.966125846,0.145828441,14,14.90384579,7.211538315,26.92307663,-1.167636633,0.146926075,14,9.615385056,5.769230843,16.34615326,-1.460520625,0.163894355,13,7.211538315,2.403846264,9.615385056,-1.390450954,0.154763773,11,7.211538315,3.846153736,10.09615421,-1.493812799,0.149657905,11,6.25,3.365384579,8.17307663,-1.432129264,0.152737886,11,5.769230843,4.326922894,9.134614944,-1.316481829,0.150182575,10,6.730769157,4.807692528,12.5
Belgium,BEL,1.366946697,0.1942361,8,89.94974518,82.4120636,94.9748764,1.254698157,0.20016776,8,86.5,80.5,92,1.340114832,0.16362752,9,88.61386108,84.15841675,93.06930542,1.374162078,0.183128074,9,89.10890961,83.1683197,93.56435394,1.365136147,0.181855857,9,89.10890961,82.67326355,93.06930542,1.328162551,0.174533814,9,88.99521637,83.25358582,92.82296753,1.268298388,0.170093641,9,88.03827667,81.8181839,91.38755798,1.236090422,0.173300162,10,88.51674652,79.42583466,90.43061829,1.330672145,0.174210817,10,88.99521637,83.25358582,91.38755798,1.345494866,0.170827642,10,89.42308044,83.65384674,91.82691956,1.384072661,0.156476021,11,88.62559509,83.88625336,92.41706085,1.424743891,0.154966801,12,90.0473938,85.78199005,92.89099884,1.443449497,0.142904446,13,90.14084625,86.38497925,92.95774841,1.455391765,0.15095742,13,90.14084625,86.38497925,92.48826599,1.464392185,0.150941536,13,90.14084625,86.38497925,94.36619568,1.551950574,0.162377656,12,88.94230652,86.05769348,92.78845978,1.488841176,0.158413589,12,88.94230652,85.09615326,92.30769348,1.429942846,0.170476571,11,89.42308044,85.57691956,92.78845978,1.358459353,0.160230756,11,87.5,82.21154022,91.34615326,1.376736999,0.153755531,11,88.46154022,84.61538696,90.86538696,1.374089956,0.161054999,10,88.46154022,83.65384674,92.30769348,1.368919611,0.160251379,9,88.94230652,84.13461304,91.82691956
Benin,BEN,0.052315507,0.320348233,4,53.26633072,37.18592834,66.33165741,0.041753627,0.268077612,6,54,37.5,67.5,-0.157177463,0.238572732,7,46.53465271,33.66336823,59.40594101,-0.228581086,0.224386364,8,47.52475357,34.15841675,57.92079163,-0.377938181,0.224628851,8,42.5742569,26.23762321,52.97029877,-0.509538472,0.208863512,9,36.84210587,21.53110123,47.8468895,-0.541541636,0.182473779,11,35.40670013,22.96650696,44.97607803,-0.533922434,0.144711927,15,36.36363602,25.35885239,45.45454407,-0.517242789,0.146141469,15,36.36363602,24.88038254,46.88995361,-0.533910751,0.141906425,15,36.53845978,24.03846169,46.63461685,-0.653883696,0.141412944,14,31.27962112,19.43128014,41.23222733,-0.673160076,0.139152691,14,29.85782051,20.37914658,40.28435898,-0.663262784,0.135722682,14,30.51643181,21.12676048,42.25352097,-0.585642457,0.140620887,14,33.33333206,24.41314507,44.6009407,-0.568722427,0.137013257,15,34.27230072,24.41314507,44.6009407,-0.488120198,0.150975972,13,36.05769348,26.92307663,46.63461685,-0.536080897,0.146926075,14,33.65384674,23.55769157,45.67307663,-0.608762205,0.163894355,13,30.76922989,17.78846169,40.86538315,-0.626069665,0.153237313,13,30.28846169,17.78846169,39.42307663,-0.67334795,0.147953749,13,27.40384674,17.30769157,35.09615326,-0.66377151,0.150830224,13,26.92307663,18.26922989,38.46154022,-0.727878749,0.148297742,12,24.51922989,16.34615326,34.13461685
