source_id,source_name,author,title,description,url,publishedAt,content,target_response,full_text
bbc-news,BBC News,https://www.facebook.com/bbcnews,Hundreds join violence against women protest in Mexico,Protesters carry crosses bearing the names of murdered women to draw attention to rising femicide cases.,https://www.bbc.co.uk/news/world-latin-america-59162501,2021-11-04T12:20:03Z,"Image caption, Protesters held up crosses with names of the victims
Hundreds of people holding up crosses bearing the names of murdered women have marched in Mexico City to draw attention to rising … [+1955 chars]",Center,"""The main demand is to urge the government to listen to us, to arrest people who are at large and for justice to be done. They aren't going to bring our dead back but at least they can give us some peace and tranquillity,"" she said."
bbc-news,BBC News,https://www.facebook.com/bbcnews,Sara Duterte: Daughter of Philippines leader runs for vice-president,"Sara Duterte will run alongside the son of the country's former dictator, Ferdinand Marcos.",https://www.bbc.co.uk/news/world-asia-59274204,2021-11-13T12:35:27Z,"Image source, AFP via Getty Images
Image caption, Sara Duterte, pictured with her father President Rodrigo Duterte, had been widely expected to seek the presidency
Sara Duterte, the eldest daughter… [+2174 chars]",Center,"However, he said the outcome remains uncertain, adding: ""I would like to believe that that is the plan for now. We don't know if this will be the same plan by tomorrow or by Monday."""
bbc-news,BBC News,https://www.facebook.com/bbcnews,Covid vaccine to be mandatory for children in Costa Rica,The country becomes the first in the world to mandate vaccinations for those aged five to 11.,https://www.bbc.co.uk/news/world-latin-america-59162510,2021-11-05T21:32:28Z,"Image source, Getty Images
Image caption, The decision makes Costa Rica the first country to mandate Covid-19 vaccinations for children aged 5 to 11
Costa Rica has become the first country in the w… [+1702 chars]",Center,"Costa Rica's deal with Pfizer will see it receive 3.5 million doses, of which 1.5 million will be reserved for those aged five to 11. The others will be for third doses to be given to first responders, the elderly population and immunosuppressed people."
bbc-news,BBC News,https://www.facebook.com/bbcnews,How more of us are leaving screens behind to work outdoors,"The pandemic has led to more people taking up work outside, such as becoming gardeners.",https://www.bbc.co.uk/news/business-59132672,2021-11-04T00:02:05Z,"By Katherine LathamBusiness reporter
Image source, David Rochefort
Image caption, David Rochefort says he has never been happier
David Rochefort says the pandemic made him want to do ""something as… [+6924 chars]",Center,"It found that a third of UK people were now doing less gardening and DIY than they were during the first lockdown of 2020. However, this may be because the weather was much better during spring and early summer last year."
bbc-news,BBC News,https://www.facebook.com/bbcnews,Diwali 2021: India celebrates festival of lights under shadow of Covid-19,"Marked by feasts and fireworks, Diwali is one of the most important festivals in India.",https://www.bbc.co.uk/news/world-asia-india-59133207,2021-11-04T01:26:34Z,"Image source, Getty Images
Image caption, Diwali celebrates the victory of good over evil
India has been lit up in a dazzling display of light and colour, as millions of people celebrate the Hindu … [+4128 chars]",Center,"A time for feasts, prayers and fireworks, Diwali is one of the most important festivals in India. It is known as the festival of lights as people illuminate oil lamps or candles to symbolise the triumph of light over darkness and good over evil."
bbc-news,BBC News,https://www.facebook.com/bbcnews,Biden: Infrastructure bill is 'monumental step forward',The long-delayed $1tn (£741bn) spending package is a major domestic win for the US president.,https://www.bbc.co.uk/news/world-us-canada-59192048,2021-11-06T16:09:28Z,"Image source, Getty Images
President Joe Biden has hailed the passage of his landmark $1tn (£741bn) infrastructure spending package as a ""monumental step forward"". 
Negotiations over the sweeping p… [+4614 chars]",Center,"That represents a leap of faith - and a tactical retreat - by the liberals who had been insisting that the infrastructure and spending bills be approved simultaneously. It was a leap too far for the handful of liberals who still voted no. But with a few Republicans on board, and Joe Biden publicly pushing for a vote and promising progressives the spending bill would get its day soon, a path to passage emerged."
bbc-news,BBC News,https://www.facebook.com/bbcnews,Nagaenthran Dharmalingam: Family prays as man with IQ of 69 to be executed,The drug trafficking case has sparked a rare disquiet in Singapore where the death penalty is largely uncontroversial.,https://www.bbc.co.uk/news/world-asia-59172767,2021-11-09T04:16:37Z,"By Yvette TanBBC News, Singapore
Image source, Sarmila Dharmalingam
Image caption, Nagaenthran Dharmalingam is set to be hanged in Singapore's Changi Prison
Sarmila Dharmalingam is praying for a m… [+5976 chars]",Center,"During his trial, he initially said he was coerced into carrying the drugs, but later said he had committed the offence because he needed money. The court said his initial defence was ""fabricated"". He was eventually sentenced to death by hanging."
bbc-news,BBC News,,"Fury 'badly injured' before Wilder fight, says his father","World heavyweight champion Tyson Fury has had surgery after suffering a serious injury before his second win over Deontay Wilder, says his father.",https://www.bbc.co.uk/sport/boxing/59226387,2021-11-09T21:37:46Z,"Tyson Fury knocked Deontay Wilder down three times on his way to victory in their trilogy fight in October
World heavyweight champion Tyson Fury has had surgery on both elbows after suffering a seri… [+4629 chars]",Center,"Last updated on .From the section Boxing

Tyson Fury knocked Deontay Wilder down three times on his way to victory in their trilogy fight in October

World heavyweight champion Tyson Fury has had surgery on both elbows after suffering a serious injury before his second win over Deontay Wilder, said the Briton's father John Fury.

Tyson, 33, gained a thrilling 11th-round win over the American to retain his WBC title in October in Las Vegas.

""Tyson was very badly injured going into that fight,"" John Fury told BT Sport.

""He was handicapped from the beginning. It wasn't a boxing match was it?""

Tyson was twice knocked down in the fourth round before knocking out Wilder in a brutal contest to remain undefeated and world champion.

""My son's number one, a legend and will be spoken about for hundreds of years,"" added his father. ""He's that damn good and got that burning desire to never get beaten.

""He had to have chromosome injections into both elbows. He's since had an operation, six hours, all day in hospital having them sorted out. He had some bone spurs he had to get removed.

""He said to me afterwards 'I couldn't box, I couldn't work the jab. If I'd missed the jab it would've put me in limp mode and I wouldn't have been able to fight.

""'The pain when throwing the jab was unbearable so I was fighting two people - the pain in my own body and him. All we could do was make it a war and I wanted to win more than he did'.""

Tyson Fury drew with Deontay Wilder in their first fight in December 2018, won in the seventh round of their rematch in February 2020 and in the 11th round of their third fight in October

'Tyson will be fighting when he's 40'

Fury has won 31 and drawn one of his 32 fights - with the draw coming in his first bout with Wilder before the Briton won the second and third - and his father believes he should not fight again.

""I said retire,"" added John Fury. ""He's won everything, nothing to prove and has millions of pounds in the bank, he's secure for life, there's more to life than getting your brains rattled.

""But he's his own man, he'll do what he's going to do but for me I said to call it [over].

""He's beaten the best man of his era three times, what more can he do?

""Tyson will spend two months at home and want the smell of sweat and leather. He'll be fighting when he is 40, he can't help himself, he's a human pitbull terrier.""

'He could beat Whyte and Usyk on the same night'

Ukrainian Oleksandr Usyk beat Britain's Anthony Joshua in September to win the WBA, IBF, WBO and IBO belts, while another British fighter, Dillian Whyte, is the mandatory challenger to Fury's WBC strap.

But John Fury believes none of them could beat his son and added: ""There'll always be someone like Usyk and then after him there'll be someone else. Usyk will do nothing with a man like Tyson.

""Joshua is a beaten thing, Dillian Whyte can fight, but is not the class of my son, no-one is. Tyson's a country mile above everyone else and he was not fit.

""He had Covid [in July], had two useless elbows, couldn't throw the jab, couldn't box properly and they still couldn't do anything with a half-fit man.

""Imagine Tyson firing on all cylinders. He could beat Whyte and Usyk on the same night with a proper camp behind him.""

Oleksandr Usyk (left) gained a unanimous points win over Anthony Joshua at Tottenham Hotspur Stadium in September

Joshua's loss ended hopes of an all-British unification bout to decide the first undisputed heavyweight champion since Lennox Lewis in 2000.

Tyson has offered to train Joshua before his rematch with Usyk, scheduled for spring 2022.

""Tyson could make Joshua a different fighter,"" said John Fury.

""Joshua can punch, he's got the right physique, everything to be a great. All he needs is to get the knowledge of what's missing and learn how to go into trench warfare.

""It's mental [for Joshua] one million percent. If things don't go well they plummet and he can't get back on track.

""AJ, with the right people around him, can come back and win [against Usyk] because he's a big lad, got a good array of boxing skills, all he needs is that dog in his belly and know how to fight.""

'Tommy should beat Jake Paul'

Light-heavyweight Tommy Fury has been a professional boxer since 2018, winning all seven of his fights

Tyson's half-brother Tommy will be taking on YouTuber-turned boxer Jake Paul in Florida on 18 December.

""He should beat Jake Paul at a canter and if he can't there's no way in boxing for him,"" said his father.

""It's a make-or-break fight for both but it would hit Tommy harder as he's a professional boxer.

""Has Tommy got the skill to beat him? Yes. Has he got the power to knock him out? Yes. But how can Tommy handle the occasion?

""Tyson will be in his corner and whatever desire Tommy is missing, Tyson will put it there.

""The only thing that can beat Tommy is Tommy. I'm looking for a Tommy win, an explosive finish, then we will move to the other brother Logan [Paul]."""
bbc-news,BBC News,https://www.facebook.com/bbcnews,"Climate change: Facebook fails to flag denial, study finds",Researchers tracked thousands of posts denying climate change - and only 8% were marked as misinformation.,https://www.bbc.co.uk/news/59147659,2021-11-04T13:19:39Z,"By Rachel Schraer &amp; Kayleen DevlinBBC Reality Check
Image source, Getty Images
Climate change denial is spreading unchecked on Facebook, two studies by disinformation researchers have found. 
… [+4346 chars]",Center,"Counter-extremism think tank the ISD discovered during the 2021 German election that most of the top shared posts relating to renewable energy on the site (18 out of 25) either doubted climate change or criticised climate action. They found a similar trend on conversations around fossil fuels, with most of the top shared posts on Facebook (19 out of 25) arguing against climate action."
bbc-news,BBC News,,Sport at COP26 – what did we learn from the climate summit?,What did we learn about how sport can help in the fight against climate change at the COP26 summit in Glasgow?,https://www.bbc.co.uk/sport/59266501,2021-11-13T06:38:58Z,"UK prime minister Boris Johnson speaking at COP26
""Humanity as a whole is about 5-1 down at half-time,"" Prime Minister Boris Johnson said at the start of the COP26 climate summit.
""We've got a long… [+5243 chars]",Center,"UK prime minister Boris Johnson speaking at COP26

""Humanity as a whole is about 5-1 down at half-time,"" Prime Minister Boris Johnson said at the start of the COP26 climate summit.

""We've got a long way to go, but we can do it. We have the ability to come back but it's going to take a huge amount of effort. Team World is up against a very formidable opponent in climate change.""

As with the fight to overcome Covid, setting out the battle against climate change in sporting terms has become a popular analogy.

But Sport's role at COP over the past fortnight has been about more than just providing soundbites. It has had a more prominent place at this year's climate conference than ever before.

At the heart of the summit you had Olympic Gold medallist Hannah Mills, former Formula 1 world champion Nico Rosberg and ex-England international Ledley King together on stage raising awareness and being vocal.

With hotel rooms scarce and costly in Glasgow, Team GB rower and Champions for Earth campaigner Melissa Wilson was staying with her grandma, with Mills a house guest. They were there to promote their Dear Leaders of The World video, with messages from Andy Murray and Tom Daley, among others.

Former Formula 1 world champion Nico Rosberg was at the summit in Glasgow

Former Australia rugby union international David Pocock was another high-profile athlete to attend, meeting with ministers from his country of birth, Zimbabwe, to discuss regeneration projects and he was also speaking up on fossil fuel sponsorship of sport.

BBC Sport, Sky Sports and ITV Sport joined a panel talking of collaboration and the common aims and challenges in the broadcast sport sector. The talk was of how to normalise the conversation, raise awareness and hold an industry to account, together.

Front and centre in the main conference halls was electric motorsport. Formula E's Envision Virgin Racing team partnered with COP26 and their cars were on display, liveried with climate messaging like ""together for our planet"". There featured a two-seater prototype with the latest battery technology, contributing to the advance of electric vehicles on our streets.

Fans were getting involved too. Planet Super League were on a ferry on the Clyde presenting CUP26 to Cambridge United for their young fans' engagement in doing simple climate tasks to score points in a knockout competition against other teams.

Scotland's ""most sustainable football club"", Hibernian, took to the stage on Monday at a fringe event organised by Football for Future, a fan-led organisation working to build a more environmentally-sustainable culture in football.

Hibs' finance director Chris Gaunt was joined on stage by Stenhousemuir chairman Iain McMenemy, who expressed his disappointment at the lack of leadership from the top of the game and pledged to take that message to the next meeting of the Scottish Football Association, to cheers from the crowd.

Glamorgan cricketer Joe Cooke was in attendance to help draw attention to a manifesto for sport, signed by more than 300 athletes and organised by an American organisation called Eco Athletes. The aims of the document are around net zero goals, protection of habitats, carbon pricing and upholding the Paris Climate agreement.

Scotland is the home of golf and specifically links golf, with many courses literally slipping into the sea. ""Driving for change"" was an event featuring the R&A, the retired Norwegian golfer Suzann Pettersen and Sustainable Golf.

If COP26 had an Avengers Assemble moment it was Sunday afternoon in Toryglen, in the shadow of Hampden Park. In World COP26 many grassroots sports organisations played for a tiny upcycled trophy made of an old cricket ball, broken crockery and some sticks. Team names included Blah Blah Blah - they took to the pitch to the theme tune from the Champions League - and goal celebrations included all players falling down like skittles in a representation of ecological collapse.

Ways climate is already impacting sport

At the end of the world leaders segment in the first week of the conference, the prime minister continued his sporting theme, providing a score update. Talking about deals to limit deforestation and methane production at the summit he said: ""We've pulled back a goal, or perhaps even two, and I think we are going to be able to take this thing to extra time, because there's no doubt that some progress has been made.""

Sport's very own ""goal back"" arguably came the day after. The UN announced 46 signatories to a new tier of its Sport for Climate Action Framework. Aligned with the Race to Zero campaign, it requires those signed up to cut carbon emissions in half by 2030, be net zero by 2040 and report annually and publicly on progress towards these goals.

Many heralded the new targets and there is no doubt the existence of a transparent process is a big leap forward but the new scheme came with no new funding and no new personnel.

Progress with climate change often comes with a reminder of how far we still have to go and although 46 organisations signed up, that means 251 signatories to the original framework have not.

When you consider the fact the framework is open to all levels of sport and there are thousands of sports clubs, teams and organisations at amateur and elite levels, you see how far there is still to go in an industry that has a reported footprint the size of a country like Spain."
bbc-news,BBC News,https://www.facebook.com/bbcnews,Judge says Texas school mask mandate ban violates disabled student rights,A US judge said the ban cannot be enforced as it violates the federal rights of disabled students.,https://www.bbc.co.uk/news/world-us-canada-59252279,2021-11-11T16:19:37Z,"Image source, Getty Images
Image caption, Mask rules for pupils have sparked disputes across the US
A US judge has overturned a Texas ban on mask mandates in schools, ruling it violated the rights … [+2552 chars]",Center,"In September, the US Department of Justice issued a statement on the Texas case, noting the ban kept disabled children from attending school as some parents would keep them at home due to Covid-19 risk, ""even though the children could safely attend school if mask protocols could be put in place""."
bbc-news,BBC News,https://www.facebook.com/bbcnews,"As winter looms, reports of starvation in North Korea",North Korea's leader has compared the current situation to the terrible famine of the 1990s.,https://www.bbc.co.uk/news/world-asia-59144712,2021-11-05T01:13:40Z,"By Laura BickerBBC News, Seoul
Image source, Getty Images
Image caption, File photo of North Korean farmers working the fields
The warnings are stark and coming from inside and outside of North Ko… [+7484 chars]",Center,"A South Korean farmer in Paju, near the demilitarised zone which separates the two countries, said it took him an hour to strip his fields of rice with a machine. If he'd done it by hand, as it's done in the North, he said one field would take him a week."
bbc-news,BBC News,https://www.facebook.com/bbcnews,The Nigerian artist who turned pain into fame during lockdown,Ijeoma Ogwuegbu only took up painting 18 months ago but praise from Thandiwe Newton helped her work go viral.,https://www.bbc.co.uk/news/world-africa-59251325,2021-11-13T00:13:51Z,"By Molara WoodNigerian writer, Lagos
Image source, Molara Wood
The beauty of paintings by Ijeoma Ogwuegbu disguises the pain she is living through.
Stacked up against a wall in the Nigerian artist… [+6202 chars]",Center,"""What was so strong in my heart is the idea that a woman's body is so much like target practice for the world. Every part of our body, you will find someone that has an opinion about it and they want to make you aware of their opinion about it."
bbc-news,BBC News,,Colin Powell: Funeral for 'great lion with big heart',"US presidents, past and present, attended the service to remember the former secretary of state.",https://www.bbc.co.uk/news/av/world-59186088,2021-11-06T00:04:30Z,"US presidents, past and present, have joined other senior Republicans and Democrats in remembering former secretary of state Colin Powell at his funeral service.
The 84-year-old died of Covid compli… [+208 chars]",Center,"US presidents, past and present, have joined other senior Republicans and Democrats in remembering former secretary of state Colin Powell at his funeral service.

The 84-year-old died of Covid complications last month.

President Joe Biden and First Lady Jill Biden sat alongside Barack Obama and George W Bush, and former first ladies Michelle Obama and Laura Bush, inside the Washington National Cathedral."
bbc-news,BBC News,https://www.facebook.com/bbcnews,Shein: The secretive Chinese brand dressing Gen Z,"Shein's popularity has shot up during the pandemic, targeting Gen Z shoppers with low-cost products.",https://www.bbc.co.uk/news/business-59163278,2021-11-09T23:58:01Z,"By Lora JonesBusiness reporter, BBC News
It's a familiar sight scrolling through YouTube, TikTok and Instagram: A teenager dumps a ""haul"" of clothing from Shein on her bed, trying on each outfit in … [+8876 chars]",Center,"The Chinese brand insists that its method of producing clothes in small batches is more efficient and that little goes to waste. A spokesperson said that its business model ""balances consumers' wants and needs and the inventory process""."
bbc-news,BBC News,https://www.facebook.com/bbcnews,US court blocks Biden's vaccine mandate for companies,An appeals court blocks the administration's plan to drive vaccinations at larger businesses.,https://www.bbc.co.uk/news/world-us-canada-59194421,2021-11-06T21:55:49Z,"Image source, Getty Images
Image caption, The mandate would apply to tens of millions of US workers
A US appeals court has temporarily blocked President Joe Biden's plans for a vaccine mandate for … [+1950 chars]",Center,"On Thursday, the president said employees at large companies would have to be fully vaccinated by 4 January, calling vaccination ""the single best pathway out of this pandemic""."
bbc-news,BBC News,,England v Tonga: Hosts' support staff member tests positive for Covid-19,A member of England's support staff tests positive for Covid-19 before Saturday's Autumn Nations Series opener against Tonga at Twickenham.,https://www.bbc.co.uk/sport/rugby-union/59163406,2021-11-04T11:35:58Z,"Thursday's England team announcement, originally scheduled for 11:30 GMT, has been pushed back by 45 minutes
<table><tr><th>Autumn Nations Series: England v Tonga</th></tr>
<tr><td>Venue: Twickenha… [+726 chars]",Center,"Last updated on .From the section Rugby Union

Owen Farrell and Manu Tuilagi were England's 10 and 12 during the 2019 World Cup quarter-final win against Australia

Autumn Nations Series: England v Tonga Venue: Twickenham, London Date: Saturday, 6 November Kick-off: 15:15 GMT Coverage: Live text commentary on the BBC Sport website and app.

Centre Manu Tuilagi will make his first England appearance since March 2020 against Tonga on Saturday, with captain Owen Farrell starting at fly-half.

Harlequins number 10 Marcus Smith, who lacked training time because of a leg injury this week, is on the bench.

Head coach Eddie Jones said naming Smith among the replacements was ""the most sensible thing"".

England's team announcement was delayed because a member of their support staff had tested positive for Covid-19.

No-one else tested positive in a further round of lateral flow testing, with PCR test results due on Friday morning.

Jones had wanted to see Smith and Farrell play together at 10 and 12, but the England captain will instead partner Sale's Tuilagi, with Henry Slade at outside centre.

""When [Smith] couldn't do our two main training runs on Tuesday or Thursday - but we're confident he's going to be 100% fit on Saturday - then the most sensible thing was to get him to do a little bit of training on Friday and be ready to come off the bench,"" Jones said.

""That will be best for him and best for the team. We want to see a Marcus Smith that builds the game, that shows the responsibility he has to the team.""

Marcus Smith made his England debut against the United States in July

Mitchell set for England debut

Elsewhere in England's injury-hit backline, Northampton scrum-half Alex Mitchell is set to make his debut from the bench, with Sale's Raffi Quirke and Bristol's Harry Randall both unable to play.

Freddie Steward wins his third cap at full-back, while Adam Radwan makes his second appearance on the right wing.

Props Ellis Genge and Kyle Sinckler start in the front row alongside hooker Jamie George. Jones said the presence of Tonga props Siegfried Fisi'ihoi and Ben Tameifuna meant England ""are going to have to go in the front door before the back door"".

Maro Itoje and Jonny Hill are in the second row, while Tom Curry starts at number eight, Courtney Lawes and Sam Underhill are the flankers and Alex Dombrandt is among the replacements.

Curry, Lawes and Genge have all been named vice-captains for the side's Autumn Nation Series opener at Twickenham.

""We respect Tonga greatly,"" Jones said of Saturday's opponents, with games against Australia and world champions South Africa to follow.

""We're especially looking forward to getting back out in front of a full crowd at Twickenham and playing some entertaining, exciting rugby for all of the supporters - we can't wait to have them back.""

For the visitors, Lopeti Timani, who won 12 caps for Australia, makes his Tonga debut at blind-side flanker after qualifying because he had represented the country in sevens.

Tuilagi returns in familiar midfield

Jones had shaken up his squad for the autumn internationals with the 2023 World Cup in mind after England's disappointing fifth place in the 2021 Six Nations.

But Smith's lack of training due to injury means a familiar midfield of Farrell, Tuilagi and Slade will take to the field against Tonga.

England have enjoyed plenty of success when Tuilagi has been fit, including a run to the 2019 World Cup final, but the 30-year-old has suffered from repeated injuries throughout his career.

Tuilagi was called into the England camp over the summer, but had to withdraw two days later because of a hamstring issue.

He returned in May after an eight month lay-off because of a torn Achilles but has previously spent long periods on the sidelines because of a torn pectoral muscle, repeated groin injuries and knee ligament damage.

Jones described Tuilagi as ""a real warrior"", adding: ""People love playing with him.

""He's an infectious personality. He's a tough, hard player. He's always in the team room either playing chess with Jonny May - they're the two world champions and you'll have a crowd around them - or he's out the golf course taking on Genge and Will Stuart in a long driving competition.

""He's one of those really good people to have in the team apart from being an exceptional gainline player.""

England: Steward; Radwan, Slade, Tuilagi, May; Farrell (capt), Youngs; Genge, George, Sinckler, Itoje, Hill, Lawes, Underhill, Curry.

Replacements: Blamire, Marler, Stuart, Ewels, Dombrandt, Mitchell, Smith, Furbank.

Tonga: Veainu; W Fifita, Hingano, Taumoepeau, Kata; Morath, Takulua (capt); Fisi'ihoi, Ngauamo, Tameifuna, H Fifita, Halaifonua, Timani, Kafatolu, Vailanu.

Replacements: Maile, Uhila, Fia, Funaki, Havili, Fukofuka, Faiva, Fine."
bbc-news,BBC News,https://www.facebook.com/bbcnews,Joe Biden to host first 'Three Amigos' summit since 2016,The three leaders will likely affirm neighbourly ties after strained relations under Donald Trump.,https://www.bbc.co.uk/news/world-us-canada-59239056,2021-11-10T15:50:30Z,"Image caption, Mr Trudeau and Mr Biden will be joined by Mexico's Mr Obrador at the White House this month
US President Joe Biden will host the leaders of Canada and Mexico at the White House for th… [+1148 chars]",Center,"Relations between the Three Amigos were generally strained during the previous US administration, under President Donald Trump. In 2018, Mr Trump angered his neighbours by slapping increased tariffs on Canadian and Mexican steel and aluminium coming into the US."
bbc-news,BBC News,https://www.facebook.com/bbcnews,"Deng Deng, the abandoned Shiba Inu, sells for $25k at auction in China","Deng Deng, a Shiba Inu abandoned by his owner in 2014, had a $78 starting price.",https://www.bbc.co.uk/news/world-asia-china-59175400,2021-11-05T13:23:03Z,"Image source, Chaoyang District Court/Taobao
Image caption, Eight-year-old Deng Deng was abandoned at a pet training centre in 2014
An abandoned dog who become an internet sensation in China has so… [+1753 chars]",Center,"The auction was supposed to last for 24 hours. But it had to be extended by a further five, after attracting 480 bidders and more than 166,000 views."
